72,Datum+Zeit,Heimverein,Gastverein,Halle ,SR-Verein,Doppeleinsatz,1. Schiedsrichter ,2.Schiedsrichter
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2023-11-25T16:45,SV Wacker Burghausen 2,TSV Wasserburg,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,x,,
Kreisklasse Herren Südost 23/24,2023-11-25T16:45,TSV 1860 Rosenheim,TSV Bad Reichenhall 2,Finsterwalder Gymnasium,SB Rosenheim,x,,
Kreisklasse Herren Südost 23/24,2023-11-25T17:00,SV Seeon,TSV 1864 Grafing 2,Schule Seeon,TV Traunstein,,,
Landesliga U14m Süd,2023-11-25T17:15,SB Rosenheim,BC Hellenen München,Wolfgang-Pohle-Halle,TuS Bad Aibling 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-11-25T17:30,MTV München,Ackermannbogen,MTV München,TS Jahn München 2,x,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-11-25T18:00,TuS Holzkirchen,TSV Schleißheim,Sportzentrum,TV 1863 Miesbach,,,
Kreisliga Herren Südost  Saison 23/24,2023-11-25T19:00,ASV Rott am Inn 3,TSV 1896 Freilassing,Schulturnhalle,TSV Wasserburg,,,
Kreisklasse Herren Südost 23/24,2023-11-25T19:00,SV Wacker Burghausen 2,TSV Wasserburg,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,x,,
Kreisliga Herren Südost  Saison 23/24,2023-11-25T19:00,TSV 1860 Rosenheim,TuS Töging,Finsterwalder Gymnasium,SB Rosenheim,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-11-25T19:00,TSV Hechendorf,DJK SB München 2,Zweifachsporthalle,München Basket 2,,,
Bezirksklasse Herren Südost  23/24,2023-11-25T19:00,TSV Trostberg 1863,TSV 1860 Rosenheim,Alois-Böck-Halle,TSV Neuötting,x,,
Kreisklasse Herren B (KKHB)  2023/24,2023-11-25T19:00,TSV Vaterstetten,Maccabi München,Realschule Baldham,BC Hellenen München,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-11-25T19:00,TuS Geretsried,TSV Milbertshofen,Gymnasium Icking,ESV Staffelsee 2,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-11-25T19:15,Haching Baskets,TS Jahn München 2,Lise-Meitner-Gymnasium,TSV Grünwald,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-11-25T20:00,MTV München,München Basket 2,MTV München,TS Jahn München 2,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-11-26T10:00,TSV München Ost,SV Mammendorf 2,Ost-Dome 1,SVN München,x,,
Bezirksliga U16 ml (u16BZL-O) - Gruppe Ost 2023/24,2023-11-26T10:00,TV Traunstein,TSV Neuötting,Annette-Kolb-Gymnasium,TSV Bad Reichenhall 2,x,,
Landesliga U14m Süd,2023-11-26T11:00,FC Bayern München 3,TS Jahn München 2,Städt. Sporthalle Säbener Str.,TSV Milbertshofen,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2023-11-26T11:45,München Basket 2,Ackermannbogen,GS Infanteriestraße,DJK SB München 2,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2023-11-26T12:00,BC Hellenen München,FV Jahn München,Adolf-Weber-Gymnasium,TSV Jahn Freising,x,,
Kreisliga U18w,2023-11-19T10:00,TSV Vaterstetten,SV Saaldorf,Realschule Vaterstetten ,,,,
Kreisliga U14,2023-11-19T12:30,TSV Vaterstetten,TSV Grünwald,Realschule Vaterstetten ,,,,
Kreisliga U14,2023-11-26T10:00,TSV Vaterstetten,TSV Oberhaching,Realschule Vaterstetten ,,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-11-26T12:00,TSV Trudering,TSV Grünwald,Gymnasium Trudering,TSV Vaterstetten,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2023-11-26T12:00,TV Traunstein,TSV 1864 Grafing 2,Annette-Kolb-Gymnasium,TSV Bad Reichenhall 2,x,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2023-11-26T12:15,TSV Jahn Freising,TS Jahn München 2,Steinpark-Halle,TG Landshut,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2023-11-26T12:15,TSV München Ost,TS Jahn München 2,Ost-Dome 1,SVN München,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-11-26T12:30,MTSV Schwabing 5,Gautinger Sportclub e.V.,Morawitzkyhalle,TSV Jahn Freising,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-11-26T12:30,TSV Vaterstetten,TG Landshut,Realschule Baldham,Ackermannbogen,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-11-26T13:30,München Basket 2,TSV 1898 Penzberg,Grundschule Amphionpark,BC Hellenen München,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2023-11-26T14:00,TSV Gräfelfing e.V.,TSV Jahn Freising,Kurt-Huber-Gymnasium,DJK SB München 2,,,
Bezirksklasse Herren Südost  23/24,2023-11-26T14:00,TV Traunstein,SV Seeon,Annette-Kolb-Gymnasium,SV Wacker Burghausen 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-11-26T14:30,BC Hellenen München,TSV Ismaning,Adolf-Weber-Gymnasium,TSV Jahn Freising,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-11-26T14:30,TSV München-Forstenried,TSV 1865 Dachau,GS Baierbrunner Straße,TSV München-Solln,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2023-11-26T15:00,MTSV Schwabing 5,Ackermannbogen,Morawitzkyhalle,TSV Jahn Freising,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-11-26T15:00,TSV Vaterstetten,TSV München-Solln,Realschule Baldham,Ackermannbogen,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-11-26T15:00,TuS Fürstenfeldbruck,TSV Weilheim,Graf-Rasso-Gymnasium,TSV 1865 Dachau,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-11-26T16:00,TuS Bad Aibling 2,Haching Baskets,Sporthalle im Sportpark,TV 1863 Miesbach,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-11-26T16:30,Gautinger Sportclub e.V.,DJK SB München 2,Realschule,TSV Gräfelfing e.V.,,,
Kreisklasse Herren A (KKHA) 2023/24,2023-11-26T16:30,TSV Trudering,TSV Schleißheim,Gymnasium Trudering,MTV München,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-11-26T16:45,TSV 1898 Penzberg,MTV München,Neue Sporthalle Wellenbad,ESV Staffelsee 2,,,
Bezirksklasse Damen (bkd) 2023/24,2023-11-26T17:00,TSV München Ost,Ackermannbogen,Ost-Dome 1,TuS Fürstenfeldbruck,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-11-26T17:00,TSV Utting,ESV Staffelsee 2,Sportzentrum ,TSV Hechendorf,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-11-26T18:00,SpVgg Altenerding 2,TSV 1884 Wolnzach,Knabenschule,TS Jahn München 2,,,
Kreisliga Herren A (KLHA) 2023/24,2023-11-26T18:00,SpVgg Höhenkirchen,TSV Trudering,Gymnasium Höhenkirchen-Siegertsbrunn,Haching Baskets,,,
Kreisklasse Herren A (KKHA) 2023/24,2023-11-26T18:00,TSV Dorfen,Ackermannbogen,Hauptschule Dorfen,Baskets Vilsbiburg,,,
Bezirksklasse Herren Südost  23/24,2023-11-26T18:00,TV 1863 Miesbach,TuS Prien BRIGENNAS,Mittelschulturnhalle,TuS Bad Aibling 2,,,
Kreisliga Herren B (KLHB)  2023/24,2023-11-26T18:00,TV von 1895 Markt Schwaben,FC Aschheim,Lena-Christ Realschule,TSV Gars,,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-11-26T18:30,TSV Gräfelfing e.V.,TSV München-Solln,Kurt-Huber-Gymnasium,München Basket 2,,,
Bezirksklasse Herren Südost  23/24,2023-11-26T18:45,WSV Glonn,SV Wacker Burghausen 2,Spielhalle WSV Glonn,TSV Wasserburg,,,
Bezirksklasse Herren Südost  23/24,2023-11-26T19:00,TuS Bad Aibling 2,TSV Wasserburg,Sporthalle im Sportpark,TV 1863 Miesbach,x,,
Kreisliga Herren B (KLHB)  2023/24,2023-11-26T19:15,SV Bad Tölz,München Basket 2,Flintkaserne Sportpark,TuS Holzkirchen,,,
Kreisliga Herren A (KLHA) 2023/24,2023-11-26T19:30,TSV Jahn Freising,TS Jahn München 2,Steinpark-Halle,TSV Schleißheim,,,
Kreisliga Herren A (KLHA) 2023/24,2023-11-26T19:30,TSV München Ost,VfR Garching 2,Ost-Dome 1,TuS Fürstenfeldbruck,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-11-26T19:30,TuS Fürstenfeldbruck,TSV Weilheim,Graf-Rasso-Gymnasium,SV Mammendorf 2,,,
Kreisklasse Herren B (KKHB)  2023/24,2023-11-28T20:30,MTSV Schwabing 5,SVN München,MTSV Schwabing,FC Anadolu,,,
Kreisklasse Herren B (KKHB)  2023/24,2023-12-01T20:30,TuS Holzkirchen,Maccabi München,Sportzentrum,TuS Bad Aibling 2,,,
Kreisliga Herren B (KLHB)  2023/24,2023-12-01T20:35,FC Anadolu,München Basket 2,Hauptschule Elisabeth-Kohn-Str.,MTV München,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-12-02T10:00,MTV München,TSV München Ost,MTV München,FV Jahn München,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2023-12-02T10:00,TSV Wasserburg,TSV Jahn Freising,Luitpold-Gymnasium,SG Poing,x,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2023-12-02T10:00,TuS Traunreut,TSV Neuötting,null,TSV Trostberg 1863,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-12-02T10:45,Haching Baskets,TSV Gräfelfing e.V.,Lise-Meitner-Gymnasium,Slama Jama Gröbenzell,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2023-12-02T11:00,TSV München-Solln,MTV München,Sporthalle TSV Solln,TSV Grünwald,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-02T11:30,TSV Milbertshofen,München Basket 2,Gebrüder-Apfelbeck-Halle,BC Hellenen München,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-02T11:30,TSV Weilheim,FC Bayern München 3,Sportzentrum,TSV München-Solln,x,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2023-12-02T11:45,SV Wacker Burghausen 2,TG Landshut,Franz-Xaver-Gruber Mittelschule,TV Traunstein,x,,
U12 Turnier,2023-12-02T10:00,TSV Vaterstetten,"SB DJK Rosenheim, TSV Oberhaching",Realschule Vaterstetten ,,,,
Landesliga U14m Süd,2023-12-02T12:15,BC Hellenen München,TSV München Ost,Adolf-Weber-Gymnasium,TSV Vaterstetten,x,,
Bezirksliga U16 ml (u16BZL-O) - Gruppe Ost 2023/24,2023-12-02T12:15,TSV 1860 Rosenheim,TSV Neuötting,Finsterwalder Gymnasium,TSV Wasserburg,x,,
Bezirksoberliga U14 wbl (bolu14w)  2023/24,2023-12-02T12:15,TSV Jahn Freising,MTV München,Steinpark-Halle,TG Landshut,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2023-12-02T12:15,TSV Wasserburg,Haching Baskets,Luitpold-Gymnasium,SG Poing,x,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2023-12-02T12:30,TS Jahn München 2,TG Landshut,TS Jahn München,BC Hellenen München,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-02T12:30,TSV München Ost,Haching Baskets,Ost-Dome 1,MTV München,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2023-12-02T14:00,SV Wacker Burghausen 2,TS Jahn München 2,Franz-Xaver-Gruber Mittelschule,TV Traunstein,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-12-02T14:00,TSV Weilheim,DJK SB München 2,Sportzentrum,TSV München-Solln,x,,
Bezirksklasse Damen (bkd) 2023/24,2023-12-02T14:15,TSV Ismaning,SV Saaldorf,Realschule Ismaning,VfR Garching 2,,,
U12 Turnier,2023-12-02T13:45,TSV Vaterstetten ,"TSV Oberhaching 2, TSV Haar ",Realschule Vaterstetten ,,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-12-02T14:30,BC Hellenen München,TSV 1898 Penzberg,Adolf-Weber-Gymnasium,TSV Vaterstetten,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-12-02T14:30,ESV Staffelsee 2,Gautinger Sportclub e.V.,Staffelsee-Gymnasium,TSV 1898 Penzberg,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-12-02T14:30,München Basket 2,Baskets Vilsbiburg,Grundschule Amphionpark,TSV Jahn Freising,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-12-02T14:30,Slama Jama Gröbenzell,TSV München-Forstenried,Ballsporthalle Gröbenzell,TuS Fürstenfeldbruck,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-12-02T14:30,SV Mammendorf 2,München Basket 2,Mehrzweckhalle,TuS Fürstenfeldbruck,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2023-12-02T14:30,TSV 1860 Rosenheim,TSV Neuötting,Finsterwalder Gymnasium,TSV Wasserburg,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-12-02T14:30,TSV 1898 Penzberg,Gautinger Sportclub e.V.,Sporthalle am Josef-Boos-Platz,ESV Staffelsee 2,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2023-12-02T14:30,TSV Jahn Freising,TSV Weilheim,Steinpark-Halle,TG Landshut,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2023-12-02T14:30,TV 1862 Passau,Baskets Vilsbiburg,Städt. Mehrfachhalle,SV Wacker Burghausen 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-02T15:00,MTV München,TSV Grünwald,MTV München,München Basket 2,,,
Kreisklasse Herren A (KKHA) 2023/24,2023-12-02T15:00,VfR Garching 2,VfB Hallbergmoos-Goldach,Zeppelin Sportpark Garching,TS Jahn München 2,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-12-02T15:30,TSV München-Solln,MTSV Schwabing 5,Sporthalle TSV Solln,TSV Weilheim,x,,
Kreisklasse Herren Südost 23/24,2023-12-02T15:30,TuS Prien BRIGENNAS,SV Seeon,Franziska-Hager-Halle,TSV Gars,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-12-02T16:30,TSV Weilheim,TSV Utting,Sportzentrum,ESV Staffelsee 2,,,
Bezirksklasse Herren Südost  23/24,2023-12-02T16:45,TSV 1860 Rosenheim,TV Traunstein,Finsterwalder Gymnasium,SB Rosenheim,,,
Kreisklasse Herren Südost 23/24,2023-12-02T16:45,TSV Wasserburg,TSV 1860 Rosenheim,Luitpold-Gymnasium,SV Seeon,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-12-02T17:00,Slama Jama Gröbenzell,TSV Vaterstetten,Ballsporthalle Gröbenzell,TuS Fürstenfeldbruck,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-12-02T17:45,TSV München-Solln,TSV Haar,Sporthalle TSV Solln,TSV Weilheim,x,,
Kreisliga Herren Südost  Saison 23/24,2023-12-02T18:00,Turn- und Sportverein Raubling e.V.,ASV Rott am Inn 3,null,TSV 1860 Rosenheim,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-12-02T18:00,TuS Holzkirchen,TSV 1884 Wolnzach,Sportzentrum,TSV Wasserburg,,,
Bezirksklasse Herren Südost  23/24,2023-12-02T18:00,TuS Prien BRIGENNAS,TSV Trostberg 1863,Franziska-Hager-Halle,TSV Gars,x,,
Kreisliga Herren B (KLHB)  2023/24,2023-12-02T19:00,München Basket 2,TV von 1895 Markt Schwaben,Grundschule Amphionpark,DJK SB München 2,,,
Bezirksklasse Herren Südost  23/24,2023-12-02T19:00,SV Wacker Burghausen 2,TV 1863 Miesbach,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,,,
Kreisklasse Herren Südost 23/24,2023-12-02T19:00,TSV Bad Reichenhall 2,TSV Trostberg 1863,Karlsgymnasium,TV Traunstein,,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-12-02T19:30,ESV Staffelsee 2,TSV Gräfelfing e.V.,Staffelsee-Gymnasium,TSV Weilheim,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-12-02T20:00,TS Jahn München 2,MTV München,TS Jahn München,BC Hellenen München,,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2023-12-03T09:45,TSV München-Forstenried,DJK SB München 2,GS Baierbrunner Straße,Slama Jama Gröbenzell,,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2023-12-03T10:00,ESV Staffelsee 2,Slama Jama Gröbenzell,Staffelsee-Gymnasium,TSV Weilheim,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-12-03T10:00,TS Jahn München 2,TG Landshut,Ruth-Drexel-Grundschule,SpVgg Höhenkirchen,x,,
Kreisklasse Herren A (KKHA) 2023/24,2023-12-03T10:30,TSV Trudering,Ackermannbogen,Gymnasium Trudering,TSV München Ost,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-03T12:00,BC Hellenen München,TSV 1865 Dachau,Adolf-Weber-Gymnasium,MTV München,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-12-03T12:00,DJK SB München 2,TuS Bad Aibling 2,Fischer-von-Erlach-Halle,TSV München-Solln,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2023-12-03T12:00,SV Wacker Burghausen 2,TG Landshut,Sportparkhalle,TV 1862 Passau,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2023-12-03T12:00,TuS Bad Aibling 2,TV Traunstein,Sporthalle im Sportpark,TuS Holzkirchen,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2023-12-03T12:15,FC Bayern München 3,BC Hellenen München,FC Bayern Campus,MTV Pfaffenhofen,,,
Landesliga U14m Süd,2023-12-03T12:30,TS Jahn München 2,DJK SB München 2,Ruth-Drexel-Grundschule,SpVgg Höhenkirchen,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-03T12:30,TSV Ismaning,TSV Vaterstetten,Osterfeldhalle,VfR Garching 2,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-12-03T13:30,München Basket 2,SpVgg Altenerding 2,Grundschule Amphionpark,BC Hellenen München,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2023-12-03T14:15,TSV OH Deisenhofen,TSV Vaterstetten,Kyberghalle,TS Jahn München 2,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-03T14:30,TG Landshut,TSV Gräfelfing e.V.,Sportzentrum West Halle 4/5,Baskets Vilsbiburg,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2023-12-03T14:30,TSV 1864 Grafing 2,Baskets Vilsbiburg,Jahnsporthalle,TSV Gars,,,
Kreisliga Herren Südost  Saison 23/24,2023-12-03T14:30,TSV 1896 Freilassing,TSV 1860 Rosenheim,Sport- und Freizeitanlage Badylon,TSV Bad Reichenhall 2,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2023-12-03T14:30,TSV München-Solln,München Basket 2,Sporthalle TSV Solln,FC Bayern München 3,x,,
Bezirksklasse Herren Südost  23/24,2023-12-03T14:30,TSV Wasserburg,WSV Glonn,Luitpold-Gymnasium,TSV 1860 Rosenheim,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-03T15:00,Ackermannbogen,TSV Vaterstetten,Hauptschule Elisabeth-Kohn-Str.,DJK SB München 2,x,,
Kreisklasse Herren B (KKHB)  2023/24,2023-12-03T15:00,Maccabi München,TSV Vaterstetten,Sporthalle Hochstr. 31,München Basket 2,x,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2023-12-03T15:00,MTSV Schwabing 5,TSV Grünwald,Morawitzkyhalle,Ackermannbogen,,,
Kreisliga Herren A (KLHA) 2023/24,2023-12-03T15:00,TS Jahn München 2,TSV München Ost,Ruth-Drexel-Grundschule,MTV München,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-12-03T15:00,TuS Fürstenfeldbruck,MTV München,Graf-Rasso-Gymnasium,SV Mammendorf 2,,,
Bezirksklasse Herren Südost  23/24,2023-12-03T16:00,TuS Bad Aibling 2,SV Seeon,Sporthalle im Sportpark,TuS Holzkirchen,,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-12-03T16:45,TSV München-Solln,TuS Geretsried,Sporthalle TSV Solln,FC Bayern München 3,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-03T17:00,TSV Jahn Freising,TSV Trudering,Steinpark-Halle,MTV Pfaffenhofen,,,
Bezirksklasse Damen (bkd) 2023/24,2023-12-03T17:00,TSV München-Forstenried,SV Mammendorf 2,GS Baierbrunner Straße,TSV Grünwald,,,
Kreisliga Herren Südost  Saison 23/24,2023-12-03T17:00,TuS Töging,TSV Bad Reichenhall 2,Mehrzweckhalle Töging,SV Wacker Burghausen 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-03T17:30,Ackermannbogen,BC Hellenen München,Hauptschule Elisabeth-Kohn-Str.,DJK SB München 2,x,,
Kreisklasse Herren B (KKHB)  2023/24,2023-12-03T17:30,Maccabi München,Sportfreunde BiH München 2021 e.V.,Sporthalle Hochstr. 31,München Basket 2,x,,
Kreisliga Herren A (KLHA) 2023/24,2023-12-03T18:00,SpVgg Höhenkirchen,SG Poing,Gymnasium Höhenkirchen-Siegertsbrunn,TSV OH Deisenhofen,,,
Bezirksklasse Damen (bkd) 2023/24,2023-12-03T18:00,SV Bad Tölz,Ackermannbogen,Flintkaserne Sportpark,TuS Geretsried,,,
Kreisliga Herren A (KLHA) 2023/24,2023-12-03T18:00,TSV Trudering,TSV Jahn Freising,Gymnasium Trudering,SVN München,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-12-03T19:00,TSV Schleißheim,TSV 1860 München,Sporthalle beim Hallenbad,TSV Milbertshofen,,,
Kreisliga Herren A (KLHA) 2023/24,2023-12-03T19:30,BC Hellenen München,SVN München,Adolf-Weber-Gymnasium,Ackermannbogen,,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-12-03T19:30,TuS Fürstenfeldbruck,DJK SB München 2,Graf-Rasso-Gymnasium,Slama Jama Gröbenzell,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-12-08T20:00,TSV 1860 München,TuS Holzkirchen,Wilhelm-Busch-Realschule,TSV München-Forstenried,,,
Kreisklasse Herren B (KKHB)  2023/24,2023-12-08T20:30,TuS Holzkirchen,MTV Pfaffenhofen,Sportzentrum,SV Bad Tölz,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2023-12-09T00:00,TSV Gräfelfing e.V.,DJK SB München 2,Kurt-Huber-Gymnasium,Gautinger Sportclub e.V.,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-09T00:00,TSV Gräfelfing e.V.,Ackermannbogen,Kurt-Huber-Gymnasium,TSV München-Solln,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-09T10:00,FC Bayern München 3,BC Hellenen München,Städt. Sporthalle Säbener Str.,SpVgg Altenerding 2,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2023-12-09T10:00,MTV München,FV Jahn München,Berufsfachschule Kinderpflege,TSV Gräfelfing e.V.,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2023-12-09T10:00,TSV Jahn Freising,TuS Traunreut,Steinpark-Halle,MTV München,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2023-12-09T10:00,TSV München Ost,Slama Jama Gröbenzell,Sporthalle Hochstr. 31,München Basket 2,,,
Kreisklasse Herren Südost 23/24,2023-12-09T11:30,TSV Trostberg 1863,TSV Wasserburg,Alois-Böck-Halle,SV Saaldorf,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-09T12:00,Haching Baskets,TSV Ismaning,Lise-Meitner-Gymnasium,Sportfreunde BiH München 2021 e.V.,x,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2023-12-09T12:15,DJK SB München 2,TSV Gräfelfing e.V.,Fischer-von-Erlach-Halle,TSV München-Solln,x,,
Landesliga U14m Süd,2023-12-09T12:15,TSV Jahn Freising,BC Hellenen München,Steinpark-Halle,MTV München,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2023-12-09T12:15,TSV Utting,TuS Fürstenfeldbruck,Sportzentrum ,SV Mammendorf 2,,,
Bezirksoberliga U14 wbl (bolu14w)  2023/24,2023-12-09T12:30,MTV München,ESV Staffelsee 2,MTV München,MTSV Schwabing 5,x,,
Landesliga U14m Süd,2023-12-09T12:45,Baskets Vilsbiburg,TS Jahn München 2,Ballsporthalle,TG Landshut,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2023-12-09T12:45,München Basket 2,TG Landshut,Grundschule Amphionpark,TS Jahn München 2,x,,
Bezirksklasse Damen (bkd) 2023/24,2023-12-09T13:00,TSV Wasserburg,SV Mammendorf 2,Luitpold-Gymnasium,TSV 1860 Rosenheim,,,
Bezirksklasse Herren Südost  23/24,2023-12-09T13:00,TV Traunstein,TuS Prien BRIGENNAS,Annette-Kolb-Gymnasium,SV Wacker Burghausen 2,,,
Bezirksklasse Herren Südost  23/24,2023-12-09T14:00,TSV Trostberg 1863,SV Wacker Burghausen 2,Alois-Böck-Halle,SV Saaldorf,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2023-12-09T14:00,TSV Vaterstetten,Ackermannbogen,Realschule Baldham,Maccabi München,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2023-12-09T14:15,Haching Baskets,TSV Schleißheim,Lise-Meitner-Gymnasium,Sportfreunde BiH München 2021 e.V.,x,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2023-12-09T14:30,TSV Neuötting,TSV 1864 Grafing 2,Max-Fellermeier-Volksschule,SV Wacker Burghausen 2,,,
Landesliga U14m Süd,2023-12-09T14:45,DJK SB München 2,BG Leitershofen/Stadtbergen,Fischer-von-Erlach-Halle,TSV München-Solln,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2023-12-09T15:00,MTV München,BC Hellenen München,MTV München,MTSV Schwabing 5,x,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2023-12-09T15:00,München Basket 2,TSV OH Deisenhofen,Grundschule Amphionpark,TS Jahn München 2,x,,
